Player,Status,Pos,labels,X1,X2,g,mp,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Beno Udrih,Active,PG,Combo Guard,-2.5962282,-0.810430316,831,18185,0.463,14,0.775,0.227,0.088,0.201,0.258,0.225,0.496,0.61,0.413,0.5,0.421,0.349,0.379,0,0,0.858,0.316,0.401,36,0,7.8,16.8,1.3,3.8,6.4,13,2.9,3.4,0.833,0.9,4,4.8,8.1,1.6,0.2,3.3,3.6,19.7,107,110,14,0.539,0.204,1.9,8.9,5.4,25.1,1.6,0.3,15.4,18.9,19.4,12,31.4,0.083,0,-1.5,-1.6,2
Bernard James,Inactive,C,Supporting Center,3.050870297,-1.180037307,92,761,0.497,3.6,0.98,0.725,0.216,0.026,0.013,0.02,0.507,0.595,0.303,0,0,0,0.711,0.144,19,0,0.333,0,2,0,5.1,10.2,0,0.2,5.1,10,3.4,5,0.68,5.7,8.5,14.2,0.9,1.1,4.1,2.3,7,13.6,111,104,13.8,0.546,0.49,12.6,18.5,15.6,2.4,1.1,6.4,15.5,13.1,0.9,1,1.9,0.117,-2.9,1.8,-1.1,0.2
Bismack Biyombo,Active,C,Supporting Center,3.757565151,-1.035199501,447,9557,0.512,3.8,0.999,0.605,0.287,0.082,0.027,0.001,0.512,0.645,0.313,0.326,0.19,0,0.711,0.227,324,0,0,0,0,0,4.4,8.5,0,0,4.4,8.5,3,5.4,0.553,4.9,11,15.9,1,0.6,3.6,2.2,5.6,11.8,106,105,12.5,0.537,0.638,10.5,24.4,17.4,3,0.6,5.5,16.9,11.6,6.1,11.9,18,0.09,-4,1.9,-2.1,-0.2
Blake Griffin,Active,PF,Versatile Forward,1.840602672,0.007775565,471,16567,0.518,9,0.964,0.378,0.237,0.08,0.269,0.036,0.526,0.728,0.427,0.34,0.383,0.299,0.633,0.142,972,0.913,0.246,0.379,9,0,12.1,23.4,0.2,0.8,11.9,22.6,6.9,10.2,0.673,3.6,10.1,13.7,6.1,1.4,0.8,3.6,4.4,31.4,113,105,22.8,0.562,0.438,8.2,22.3,15.4,21.1,1.4,1.3,11.4,27.6,42,20.4,62.4,0.181,2.8,1.3,4.1,25.6
Boban Marjanovic,Active,C,Supporting Center,4.747516567,-1.474425943,89,801,0.578,4.7,1,0.454,0.405,0.118,0.023,0,0.578,0.748,0.444,0.389,0.571,0,0.633,0.163,45,0,0,0,0,0,11.3,19.5,0,0,11.3,19.5,8.5,10.9,0.779,7.6,13,20.6,1.9,1.1,2.2,2.5,5,31,129,99,28.4,0.639,0.562,16.8,28.5,22.6,6.1,1.1,3.5,9.3,23.7,3.5,1.7,5.2,0.309,2.1,0.2,2.3,0.9
Bobby Brown,Active,PG,Combo Guard,-3.330396248,-1.420059337,138,1573,0.384,17.4,0.6,0.18,0.085,0.064,0.271,0.4,0.424,0.5,0.411,0.31,0.404,0.323,0.257,0.02,11,0.729,0.148,0.359,8,0,8.2,21.4,2.8,8.6,5.4,12.8,1.6,2,0.817,0.7,2.4,3.1,7.1,1.2,0.1,3.7,4.6,20.8,94,116,9.2,0.467,0.091,1.7,5.5,3.5,22.8,1.2,0.2,14.3,22.8,-1.1,0.1,-1,-0.031,-2.4,-4.6,-7,-2
Bobby Portis,Active,PF,Scoring Center,2.162891139,0.146378319,126,2102,0.455,11.7,0.818,0.296,0.18,0.112,0.228,0.182,0.484,0.629,0.445,0.275,0.432,0.324,0.636,0.057,40,0.979,0.351,0.308,2,0,8.8,19.4,1.1,3.5,7.7,15.8,2.1,3,0.696,4.7,10.4,15.1,2.1,1,0.8,2.2,4.6,20.9,104,106,14.4,0.504,0.154,10.1,21.9,16,6.6,1,1.2,9.5,19.9,1.4,2.5,3.9,0.089,-2,-1.2,-3.2,-0.6
Bojan Bogdanovic,Active,SF,3-and-D Wing,-0.473117933,1.429509887,238,6052,0.443,14.7,0.546,0.273,0.125,0.078,0.07,0.454,0.504,0.637,0.369,0.325,0.421,0.369,0.571,0.025,50,0.92,0.344,0.431,0,0,7.9,17.9,3,8.1,4.9,9.8,3.4,4,0.861,1,5.1,6.1,2.3,0.8,0.2,2.7,3,22.3,105,113,12,0.567,0.222,2.3,11.4,6.8,7.3,0.8,0.3,12,19.8,4.6,1.7,6.2,0.049,-0.2,-2.6,-2.7,-1.1
Boris Diaw,Active,PF,Versatile Forward,0.184229638,-0.757698541,1064,28768,0.493,10.7,0.817,0.362,0.187,0.076,0.192,0.183,0.529,0.647,0.478,0.354,0.425,0.336,0.571,0.019,140,0.977,0.168,0.336,13,0,6.8,13.9,0.9,2.5,6,11.3,1.9,2.6,0.717,2.3,6.1,8.3,6.6,1.2,0.9,3.4,4.1,16.4,106,107,12.9,0.547,0.191,5.2,13.3,9.3,19.7,1.2,1.3,18.5,16.3,23.3,28.3,51.6,0.086,-0.3,1,0.7,19.5
Bradley Beal,Active,SG,Shooting Wing,-1.307557102,0.75931097,324,10774,0.441,15.8,0.655,0.201,0.091,0.108,0.254,0.345,0.464,0.634,0.39,0.39,0.387,0.399,0.515,0.032,145,0.86,0.238,0.425,6,0,10,22.5,3.1,7.8,6.8,14.8,3.9,4.8,0.796,1.2,4.2,5.4,4.7,1.6,0.5,2.9,3.2,26.9,107,108,15.8,0.544,0.215,2.6,9.5,6,15.4,1.6,0.7,10.4,24.3,12.2,9.8,21.9,0.098,1.4,-1.2,0.3,6.2
Brandan Wright,Active,PF,Scoring Center,2.672424415,-0.692788913,400,6568,0.608,4.8,0.994,0.529,0.322,0.108,0.035,0.006,0.612,0.747,0.478,0.426,0.377,0,0.789,0.216,404,0,0.083,0,4,0,9.4,15.4,0,0.1,9.4,15.3,3.2,4.7,0.676,4.3,7.1,11.3,1.4,1.4,3.1,1.5,4.2,21.9,125,106,20.3,0.627,0.307,9.4,15.6,12.5,4.6,1.4,4.8,7.9,16.7,17.6,7.4,24.9,0.182,0.6,1.1,1.7,6.1
Brandon Bass,Active,PF,Versatile Forward,1.600194287,0.54369101,758,16410,0.499,9.5,0.989,0.346,0.139,0.233,0.272,0.011,0.502,0.623,0.366,0.463,0.453,0.207,0.674,0.133,629,0.917,0.534,0.29,8,0,8.1,16.2,0,0.2,8.1,16,4.6,5.5,0.832,3.6,7.3,10.9,1.9,0.9,1.5,2.3,4.3,20.8,111,106,15.3,0.558,0.34,8,16,12,6.1,0.9,2.2,10.9,18.4,23.9,18.9,42.8,0.125,-1.4,0.3,-1.1,3.7
Brandon Davies,Inactive,PF,Versatile Forward,1.075343435,-0.266142797,78,998,0.411,9.6,0.834,0.396,0.204,0.102,0.132,0.166,0.448,0.533,0.352,0.407,0.371,0.227,0.697,0.045,11,0.9,0.068,0,0,0,5.4,13.1,0.5,2.2,4.9,10.9,2.9,4.4,0.644,3.7,5.7,9.5,2.9,2.1,0.7,3.2,7.4,14.1,93,108,8.7,0.469,0.34,7.9,13.1,10.4,9.3,2.1,1.2,17.4,15.9,-0.5,0.8,0.3,0.016,-4.3,-0.4,-4.7,-0.7
Brandon Ingram,Active,SF,Shooting Wing,-1.094305644,0.959859758,79,2279,0.402,12.9,0.727,0.278,0.141,0.15,0.159,0.273,0.443,0.607,0.289,0.33,0.394,0.294,0.362,0.047,30,0.982,0.412,0.364,1,0,5.9,14.7,1.2,4,4.7,10.7,2.8,4.6,0.621,1.3,5.5,6.8,3.5,1.1,0.8,2.5,3.4,15.8,96,115,8.5,0.474,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,-1,0.7,-0.3,-0.007,-3.1,-0.7,-3.8,-1.1
Brandon Jennings,Active,PG,Combo Guard,-3.596612771,-1.246601701,541,16639,0.388,15.1,0.628,0.236,0.13,0.1,0.162,0.372,0.412,0.51,0.324,0.361,0.372,0.346,0.246,0.004,28,0.564,0.133,0.385,26,0,8.4,21.7,2.8,8.1,5.6,13.6,4.2,5.3,0.795,1,4,5,9.6,2.1,0.3,3.7,3,23.8,104,108,15.7,0.496,0.247,2.1,9,5.4,30.2,2.1,0.4,13.2,23.9,15.3,14.5,29.8,0.086,1.8,-1.3,0.5,10.5
Brandon Knight,Active,PG,Scoring Wing,-2.4508254,-0.464464356,382,11939,0.415,14.5,0.653,0.265,0.126,0.07,0.193,0.347,0.445,0.574,0.342,0.37,0.363,0.357,0.286,0.011,51,0.707,0.153,0.388,7,0,9,21.7,2.7,7.5,6.3,14.2,4.3,5.4,0.812,1,4.5,5.5,7,1.5,0.3,4.4,3.4,25,101,111,14.2,0.52,0.247,2.1,10.3,6.1,23.5,1.5,0.5,15.4,24.7,5.8,5.8,11.6,0.047,0.7,-2,-1.2,2.3
Brandon Roy,Inactive,SG,Scoring Wing,-1.982743675,-0.156724319,326,11561,0.459,12.8,0.809,0.267,0.131,0.137,0.274,0.191,0.485,0.606,0.434,0.418,0.424,0.348,0.264,0.015,70,0.845,0.282,0.387,15,0,10.5,23,1.5,4.4,9,18.6,6.5,8.1,0.8,1.6,4.9,6.6,7.2,1.6,0.4,2.8,3,29.1,115,110,20,0.548,0.352,3.6,11.1,7.3,23.9,1.6,0.5,9.6,25.3,28.6,8.8,37.4,0.155,3.8,-0.5,3.2,15.2
Brandon Rush,Active,SG,Shooting Wing,-0.615718967,1.238571397,481,10564,0.426,16.7,0.546,0.204,0.077,0.068,0.197,0.454,0.447,0.564,0.327,0.376,0.396,0.402,0.544,0.038,98,0.952,0.396,0.433,4,0,5.8,13.6,2.5,6.2,3.3,7.4,1.4,1.9,0.706,0.9,5.8,6.7,2.2,1.1,1.2,1.9,2.9,15.4,102,109,9.9,0.534,0.143,2,12.8,7.4,6.6,1.1,1.9,11.6,14.4,3.2,8,11.2,0.051,-1.6,-0.1,-1.7,0.7
Brendan Haywood,Inactive,C,Supporting Center,2.914195536,-1.163906426,816,18680,0.528,4,0.999,0.561,0.318,0.098,0.022,0.001,0.528,0.691,0.329,0.297,0.284,0,0.553,0.207,799,0,0,0,0,0,5.9,11.3,0,0,5.9,11.2,3.7,6.3,0.587,5.9,7.9,13.7,1.2,0.9,3.1,2.4,5.8,15.6,112,106,14.6,0.555,0.562,12.6,17.5,15,3.8,0.9,4.6,14.6,14.2,24.7,19.1,43.8,0.113,-1.4,1.2,-0.2,8.4
Brian Roberts,Active,PG,Combo Guard,-2.807336805,-1.228337745,314,5207,0.411,16.8,0.667,0.126,0.135,0.116,0.288,0.333,0.439,0.481,0.423,0.446,0.425,0.356,0.334,0,0,0.659,0.154,0.383,10,0,7.5,18.3,2.2,6.1,5.4,12.2,3.4,3.7,0.908,0.6,3.6,4.2,7.2,1.3,0.2,2.7,3.7,20.6,106,111,13,0.516,0.202,1.3,8.1,4.6,22.6,1.3,0.3,12,19.9,5.2,2.1,7.4,0.068,-0.2,-2.9,-3.1,-1.4
Brook Lopez,Active,C,Scoring Center,2.638855459,-0.43345889,562,18118,0.506,8.2,0.948,0.343,0.32,0.139,0.145,0.052,0.515,0.651,0.465,0.426,0.392,0.328,0.604,0.081,599,0.985,0.148,0.355,0,0,11.6,22.9,0.4,1.2,11.2,21.7,6.4,8,0.794,4.3,7.2,11.5,2.5,0.9,2.8,3.3,4.5,29.9,111,109,21,0.566,0.349,9.3,16.2,12.7,9.1,0.9,4.2,11.1,26,33.8,15.8,49.6,0.131,0.8,0.1,0.9,13.2
Buddy Hield,Active,SG,Shooting Wing,-0.940824284,0.789940538,82,1888,0.426,16.8,0.507,0.197,0.091,0.1,0.117,0.493,0.46,0.55,0.414,0.442,0.367,0.391,0.436,0.012,9,0.791,0.169,0.469,1,0,8.6,20.1,3.9,10,4.7,10.2,1.7,2,0.842,0.9,6.1,7.1,3.2,1,0.2,2.7,3,22.7,100,112,11.8,0.541,0.099,2,13.5,7.8,10.3,1,0.4,11.2,21.3,0,1.3,1.3,0.032,-0.9,-1.9,-2.7,-0.4
Byron Mullens,Inactive,C,Versatile Forward,1.471580669,0.40350169,189,3446,0.408,14.5,0.745,0.245,0.095,0.111,0.294,0.255,0.438,0.636,0.331,0.371,0.333,0.319,0.686,0.083,98,0.928,0.141,0.408,1,0,8.4,20.7,1.7,5.3,6.7,15.4,2.6,3.7,0.706,3,8.9,11.9,2.3,1.1,1.5,2.8,5.1,21.1,94,109,12.2,0.474,0.179,6.4,20.1,13.1,8.1,1.1,2.2,11.3,21.9,-1.4,1.9,0.6,0.008,-2.8,-1.8,-4.6,-2.3
C.J. McCollum,Active,SG,Scoring Wing,-2.129284726,-0.112152895,260,7025,0.459,15.1,0.669,0.178,0.145,0.141,0.206,0.331,0.481,0.55,0.453,0.49,0.435,0.413,0.244,0.009,28,0.756,0.208,0.434,7,0,11.2,24.3,3.3,8,7.8,16.3,3.8,4.5,0.844,0.9,4,4.9,5.1,1.6,0.5,3.2,3.7,29.4,109,111,17.4,0.559,0.184,2,8.7,5.3,17.7,1.6,0.8,10.9,25.9,11.2,4.5,15.7,0.107,2.1,-1.9,0.2,3.9
C.J. Miles,Active,SG,Shooting Wing,-0.621330223,1.094894773,715,14928,0.418,16.8,0.538,0.195,0.103,0.066,0.174,0.462,0.466,0.64,0.353,0.377,0.373,0.361,0.581,0.046,241,0.932,0.212,0.409,22,0,8.7,20.8,3.5,9.6,5.2,11.2,3.3,4,0.807,1.1,4.9,6,2.8,1.8,0.7,2.2,5.4,24.1,105,108,13.3,0.534,0.194,2.6,11,6.8,8.9,1.8,1.2,9,21.7,12.9,13.5,26.4,0.085,0.6,-1.5,-0.9,4.1
C.J. Watson,Active,PG,Scoring Wing,-2.766174035,0.103674676,600,12093,0.419,16.3,0.651,0.192,0.089,0.081,0.288,0.349,0.444,0.563,0.341,0.42,0.403,0.373,0.374,0.001,4,0.824,0.311,0.42,16,1,6.4,15.2,2,5.3,4.4,9.9,3.5,4.4,0.812,0.9,3.9,4.9,6.2,2.4,0.3,2.7,3.8,18.3,108,108,13.1,0.533,0.286,2,8.7,5.3,18.7,2.3,0.4,13.8,17.4,12.4,11.7,24.1,0.096,-0.1,-0.6,-0.7,4.1
C.J. Wilcox,Active,SG,Shooting Wing,-1.919867128,0.956540733,66,376,0.37,18.2,0.578,0.141,0.044,0.067,0.326,0.422,0.397,0.579,0.167,0.556,0.318,0.333,0.645,0.007,1,0.895,0.193,0.455,0,0,6.7,18,2.5,7.6,4.1,10.4,1.7,2.1,0.813,0.8,3.3,4.1,4,2,0.5,2.4,4,17.6,92,109,8.8,0.465,0.119,1.7,7.3,4.5,11.8,2,0.9,11.2,19.1,-0.3,0.3,0.1,0.007,-3.4,-1.8,-5.2,-0.3
Cameron Payne,Active,PG,Combo Guard,-3.028748758,-1.204626755,88,1160,0.378,16,0.582,0.134,0.17,0.153,0.125,0.418,0.42,0.413,0.425,0.458,0.373,0.32,0.165,0.002,1,0.81,0.198,0.359,2,0,7.6,20.1,2.7,8.4,4.9,11.7,1,1.4,0.75,0.5,5.2,5.7,7,2.1,0.4,3.1,5.6,18.9,97,107,9.9,0.457,0.068,1.2,11,6.3,20.6,2.1,0.7,13.1,20.6,-0.2,1.2,1,0.042,-2.1,-1.4,-3.6,-0.5
Caris LeVert,Active,SF,Shooting Wing,-1.582144015,0.963104109,57,1237,0.45,15.2,0.516,0.284,0.097,0.071,0.066,0.484,0.571,0.676,0.351,0.556,0.44,0.321,0.348,0.05,19,0.746,0.223,0.39,1,0,6.6,14.6,2.3,7.1,4.3,7.5,2.6,3.6,0.72,0.9,6.3,7.2,4.2,1.9,0.3,2.3,3.5,17.9,107,111,12.3,0.556,0.245,2,13.9,8,13.7,1.9,0.5,12.3,16.6,0.8,1,1.8,0.07,-0.7,-0.4,-1.1,0.3
Carl Landry,Inactive,PF,Versatile Forward,2.041096132,0.362360191,513,11524,0.535,8.1,0.992,0.408,0.2,0.15,0.234,0.008,0.537,0.714,0.408,0.431,0.406,0.3,0.619,0.1,375,1,0.267,0.375,5,0,9.3,17.4,0,0.1,9.3,17.3,6.1,7.7,0.785,4.4,6.9,11.3,1.6,1,0.9,2.7,5.4,24.8,116,108,17.5,0.595,0.444,9.9,15.1,12.5,5.3,1,1.3,11.5,20.5,25.7,10.2,35.9,0.149,0,-1.1,-1.1,2.6
Carlos Boozer,Inactive,PF,Scoring Center,2.634315922,0.149740568,861,26901,0.521,7.9,0.999,0.405,0.179,0.211,0.205,0.001,0.522,0.679,0.403,0.426,0.414,0.071,0.691,0.056,562,1,0.143,0,1,0,11.4,21.9,0,0,11.4,21.9,4.5,6.2,0.722,4,12,16,3.8,1.5,0.7,3.6,5.1,27.3,108,102,19.5,0.554,0.281,8.8,26.6,17.7,13.2,1.5,1,12.6,24.3,40.6,39.7,80.3,0.143,0.4,0.8,1.2,22.1
Carlos Delfino,Inactive,SF,Shooting Wing,-1.129854502,1.191517075,507,11580,0.401,16.9,0.494,0.229,0.053,0.046,0.167,0.506,0.438,0.533,0.335,0.361,0.362,0.365,0.515,0.031,99,0.953,0.353,0.397,9,0,6.7,16.7,3.1,8.4,3.6,8.3,2.2,3,0.758,1.3,7,8.3,4,2.1,0.4,2.3,3.8,18.7,104,104,12.6,0.52,0.177,2.9,15.5,9.1,12.1,2.1,0.6,11.4,17.7,7.1,15.4,22.5,0.093,0.1,0.7,0.8,8.1
Carmelo Anthony,Active,SF,3-and-D Wing,-0.017139345,0.46179575,976,35334,0.452,12.4,0.822,0.321,0.081,0.138,0.282,0.178,0.475,0.591,0.338,0.399,0.418,0.346,0.441,0.054,969,0.786,0.115,0.353,44,0,12.4,27.5,1.7,4.9,10.7,22.6,8.3,10.2,0.813,2.5,6.8,9.3,4.4,1.5,0.7,3.9,4.1,34.9,108,108,20.9,0.544,0.371,5.6,15.1,10.4,16.2,1.5,1,10.9,31.4,65.2,31.9,97,0.132,2.5,-1.2,1.3,29.4
Caron Butler,Inactive,SF,Shooting Wing,-0.597072444,0.934235624,881,28333,0.434,13.9,0.798,0.255,0.103,0.109,0.331,0.202,0.456,0.585,0.359,0.374,0.413,0.348,0.524,0.042,411,0.818,0.274,0.379,48,1,8.6,19.7,1.4,4,7.2,15.7,4.6,5.5,0.847,2.1,6.1,8.2,3.7,2.2,0.4,3,4,23.1,105,108,15,0.523,0.278,4.4,13.6,9,12.3,2.2,0.6,11.8,21.7,26.6,24.3,50.9,0.086,0.3,-0.1,0.2,15.9
Cartier Martin,Inactive,SF,3-and-D Wing,-0.452302481,1.400396133,243,3351,0.392,18.4,0.466,0.148,0.065,0.067,0.187,0.534,0.414,0.593,0.296,0.257,0.371,0.372,0.642,0.005,5,0.959,0.324,0.374,4,0,6.6,16.8,3.3,9,3.2,7.8,2.3,3.2,0.729,1.3,5.7,7.1,1.9,1.5,0.4,2,4.9,18.8,101,108,10.1,0.517,0.189,3,12.9,7.9,5.7,1.5,0.6,9.7,17.7,1.1,2.7,3.7,0.054,-1.5,-1.9,-3.4,-1.2
Chandler Parsons,Active,SF,Shooting Wing,-0.613718075,0.844098016,374,12005,0.466,13.3,0.613,0.332,0.141,0.051,0.09,0.387,0.525,0.658,0.363,0.353,0.382,0.373,0.529,0.048,181,0.915,0.258,0.44,4,0,8.2,17.6,2.5,6.8,5.7,10.8,2.5,3.5,0.711,1.4,6.2,7.6,4.6,1.6,0.6,2.5,3.2,21.4,111,107,15,0.56,0.198,3.2,13.5,8.4,14.5,1.6,0.9,11.4,19,17.5,10.4,28,0.112,1.7,0.4,2,12.1
Channing Frye,Active,PF,Versatile Forward,1.535922253,0.461958942,801,18736,0.44,17.3,0.603,0.133,0.115,0.081,0.273,0.397,0.474,0.608,0.465,0.407,0.431,0.389,0.662,0.035,195,0.981,0.139,0.42,6,0,7.7,17.4,2.7,6.9,5,10.5,2.3,2.8,0.822,2.1,8.4,10.5,2.2,1.2,1.4,2.1,5.9,20.3,108,108,13.4,0.545,0.163,4.7,18.6,11.7,6.8,1.2,2.1,10,18.2,19.8,17.6,37.3,0.096,-0.1,0,-0.1,9.1
Charles Jenkins,Inactive,PG,Combo Guard,-3.100791583,-1.45583027,110,1334,0.434,14.4,0.947,0.194,0.131,0.063,0.558,0.053,0.449,0.563,0.222,0.423,0.465,0.182,0.429,0,0,0.75,0.182,0.25,1,0,7,16,0.2,0.9,6.8,15.1,1.8,2.4,0.754,0.6,3.3,3.9,8.3,1.9,0.3,3.1,4.2,15.8,97,111,10.7,0.465,0.148,1.4,7.1,4.2,24.9,1.9,0.5,15.6,17.9,0,0.4,0.5,0.017,-3.5,-2.4,-5.9,-1.3
Charlie Villanueva,Inactive,PF,Versatile Forward,1.505457463,0.308070261,656,13578,0.435,13.7,0.655,0.248,0.175,0.123,0.11,0.345,0.484,0.608,0.445,0.384,0.38,0.341,0.58,0.05,272,0.983,0.201,0.317,10,1,10.3,23.6,2.8,8.1,7.5,15.5,3.1,4,0.772,3.1,8.6,11.7,2.1,1.3,1.4,2.5,5.6,26.4,105,109,16,0.52,0.167,6.7,20.1,13.2,7.2,1.3,2.1,9,24.1,12,10.6,22.6,0.08,0,-1.8,-1.8,0.6
Chase Budinger,Inactive,SF,3-and-D Wing,-0.151025824,1.435673129,407,7998,0.43,14.9,0.576,0.255,0.109,0.065,0.146,0.424,0.486,0.649,0.341,0.37,0.361,0.352,0.702,0.046,122,0.971,0.345,0.384,1,0,7.6,17.6,2.6,7.5,4.9,10.1,2.6,3.3,0.797,1.5,6.4,7.9,3,1.4,0.4,2,3.1,20.3,108,109,13,0.534,0.185,3.3,14.5,8.8,9.4,1.4,0.6,9.4,18.3,8.2,5.7,13.9,0.083,-0.1,-1.2,-1.4,1.2
Chauncey Billups,Inactive,PG,Combo Guard,-3.262631417,-1.112715693,905,28999,0.42,16.8,0.59,0.194,0.055,0.106,0.236,0.41,0.438,0.515,0.342,0.396,0.415,0.395,0.279,0.002,15,0.6,0.153,0.409,16,0,7.6,18.4,3,7.6,4.7,10.8,7.2,8.1,0.894,0.8,4.1,4.8,9.1,1.7,0.3,3.4,3.5,25.5,118,107,18.8,0.58,0.441,1.7,8.9,5.3,28.1,1.7,0.4,13.6,21.9,92.4,28.3,120.8,0.176,4.1,-1.6,2.5,37.6
Chris Andersen,Active,C,Scoring Center,3.131368121,-0.599624467,695,12273,0.532,5,0.973,0.695,0.084,0.07,0.123,0.027,0.541,0.636,0.276,0.291,0.326,0.221,0.678,0.243,552,0.933,0.235,0.375,10,1,5.7,10.7,0.1,0.3,5.6,10.4,4.5,6.9,0.654,5,9.8,14.8,1.4,1.3,4.2,2.2,5.7,15.9,116,102,16.7,0.581,0.65,11.3,22.1,16.7,4.4,1.3,6.3,13.7,13.9,20.2,19.5,39.7,0.155,-1.5,2.7,1.2,9.8
Chris Bosh,Inactive,C,Versatile Forward,1.852464698,0.551958268,893,31936,0.494,10.8,0.928,0.304,0.151,0.182,0.291,0.072,0.506,0.651,0.421,0.416,0.454,0.335,0.593,0.079,906,0.957,0.222,0.351,8,2,10.2,20.7,0.5,1.5,9.7,19.2,7.4,9.2,0.799,3.2,9.3,12.5,3,1.2,1.5,3,3.6,28.3,113,105,20.6,0.571,0.444,7.2,20.7,14.1,9.9,1.2,2.3,10.7,24.6,68.8,37.2,106,0.159,1,0.4,1.4,27.5
Chris Copeland,Inactive,PF,3-and-D Wing,-0.326644906,0.501322406,171,2111,0.427,15.7,0.508,0.247,0.129,0.033,0.099,0.492,0.486,0.642,0.378,0.214,0.329,0.365,0.448,0.013,10,0.935,0.23,0.371,1,0,9.1,21.3,3.8,10.5,5.3,10.8,2.8,3.7,0.752,1.6,5.1,6.7,2.7,0.8,0.7,3.2,5.9,24.7,102,108,12.4,0.54,0.174,3.5,11.2,7.3,8.6,0.8,1.1,12.3,22.9,1.2,1.8,2.9,0.067,-0.4,-2.6,-3,-0.5
Chris Douglas-Roberts,Inactive,SF,Shooting Wing,-1.173261997,1.075370241,222,4381,0.439,10.7,0.805,0.391,0.132,0.102,0.18,0.195,0.465,0.566,0.358,0.316,0.407,0.329,0.52,0.028,36,0.94,0.557,0.352,3,0,6.9,15.7,1,3.1,5.9,12.7,4.1,4.9,0.831,1,4.7,5.7,3.1,1.5,0.7,2.4,3.4,18.9,103,109,11.5,0.528,0.312,2.1,10.5,6.2,9.8,1.5,1,11.8,17.8,1.7,3.6,5.4,0.059,-2.3,-0.6,-2.9,-1
Chris Duhon,Inactive,PG,Combo Guard,-3.579045618,-1.259304308,606,15526,0.393,16.4,0.48,0.267,0.078,0.034,0.101,0.52,0.426,0.481,0.379,0.291,0.362,0.363,0.254,0.001,3,0.783,0.181,0.406,18,0,4.5,11.4,2.1,5.9,2.3,5.5,2,2.5,0.784,0.7,3.8,4.5,8.9,1.6,0.1,3.1,3.2,13,107,108,10.8,0.523,0.219,1.4,8.5,5,25.7,1.6,0.2,19.7,13.5,11.6,13.5,25,0.077,-0.8,-0.7,-1.5,2
Chris Johnson,Inactive,C,Supporting Center,3.121398491,-1.058681218,71,597,0.562,6.3,1,0.555,0.146,0.124,0.175,0,0.562,0.75,0.3,0.471,0.25,0,0.74,0.277,35,0,0,0,0,0,6.8,12.1,0,0,6.8,12.1,4.5,6.5,0.699,4.2,7.5,11.7,1.1,1.4,4.1,3.4,9.1,18.1,108,102,14.3,0.606,0.533,9,17.1,13,3.6,1.4,6,18.3,15.9,0.6,0.9,1.5,0.12,-3.1,2,-1.1,0.1
Chris Johnson,Inactive,SF,Shooting Wing,-0.756923151,1.852922471,147,2274,0.392,16.6,0.422,0.237,0.077,0.043,0.066,0.578,0.508,0.655,0.289,0.4,0.308,0.307,0.611,0.015,8,0.962,0.478,0.333,1,0,5.3,13.4,2.4,7.8,2.9,5.7,2,2.4,0.835,1.6,5.1,6.8,2.1,2,0.7,1.8,4.9,14.9,103,106,9.7,0.514,0.175,3.5,11.4,7.5,6.3,2,1.1,11.2,14.1,1.1,2.5,3.5,0.074,-1.4,0,-1.3,0.4
Chris Kaman,Inactive,C,Supporting Center,3.266029728,-0.720158386,735,19642,0.489,7.2,0.997,0.368,0.297,0.2,0.131,0.003,0.49,0.593,0.445,0.392,0.456,0.042,0.639,0.044,294,1,0.083,0,10,0,9.1,18.7,0,0.1,9.1,18.6,3.6,4.8,0.743,4,10.9,14.8,2.4,0.9,2.5,4.1,5.2,21.8,98,105,14.9,0.525,0.257,8.8,23.8,16.4,8.3,0.9,3.6,16.5,21.7,0.4,24.2,24.6,0.06,-3,1,-2,0
Chris Paul,Active,PG,Floor General,-4.514467872,-2.782678587,834,29646,0.473,14.1,0.768,0.184,0.16,0.175,0.248,0.232,0.504,0.609,0.49,0.475,0.454,0.37,0.116,0.004,42,0.487,0.1,0.383,13,0,9.7,20.6,1.8,4.8,8,15.8,6.4,7.4,0.866,1,5.5,6.5,14.6,3.4,0.2,3.6,3.6,27.6,123,104,25.7,0.58,0.361,2.2,12.2,7.2,47.1,3.4,0.2,13.1,24,114.8,39.9,154.6,0.25,6.9,0.7,7.6,71.7
